ired      red
79824   64617
81266   66917
86317   68156
86402   68180
86536   68218
86704   68268
86871   68312
87050   68366
87210   68408
87358   68456
87483   68487
87547   68509
87538   68495
87462   68466
87348   68421
87242   68386
87184   68362
87193   68364
87249   68373
87332   68394
87419   68418
87521   68451
87625   68471
87720   68503
87818   68517
87910   68537
87982   68555
88054   68574
88117   68593
88177   68612
88240   68618
88295   68636
88337   68637
88389   68647
88427   68652
88454   68656
88366   68630
87924   68492
87139   68242
86570   68042
86311   67958
86255   67941
86304   67952
86422   67988
86573   68029
86730   68070
86902   68126
87054   68163
87209   68211
87335   68251
87421   68267
87436   68273
87389   68250
87292   68214
87187   68174
87121   68142
87113   68142
87141   68150
87221   68168
87305   68183
87397   68209
87499   68240
87599   68271
87692   68298
87777   68314
87856   68325
87922   68342
87984   68360
88047   68382
88100   68389
88151   68396
88190   68406
88228   68410
88258   68417
88296   68419
88306   68424
88162   68366
87603   68200
86825   67946
86315   67775
86107   67695
86056   67674
86099   67694
86200   67728
86322   67754
86468   67800
86609   67829
86733   67863
86860   67906
86972   67937
87032   67957
87038   67953
86976   67924
86870   67893
86780   67851
86749   67836
86758   67828
86805   67849
86889   67874
86979   67899
87089   67925
87191   67952
87291   67977
87382   68003
87464   68026
87540   68047
87613   68060
87676   68066
87727   68083
87774   68094
87823   68101
87853   68113
87885   68115
87911   68111
87944   68121
87978   68123
88000   68136
87932   68108
87537   67981
86802   67749
86223   67552
85954   67454
85862   67420
85878   67422
85967   67461
86082   67490
86214   67525
86353   67558
86476   67590
86594   67629
86704   67661
86773   67684
86789   67683
86731   67665
86638   67627
86540   67588
86499   67567
86493   67570
86542   67582
86608   67602
86705   67628
86807   67654
86908   67676
87003   67707
87096   67734
87185   67758
87259   67772
87328   67784
87395   67795
87440   67807
87494   67829
87532   67832
87563   67837
87598   67840
87627   67843
85878   67422
87651   67856
87674   67863
87700   67865
87733   67874
87770   67865
87768   67865
87500   67781
86815   67565
86169   67354
85832   67247
85708   67195
85698   67182
85763   67189
85875   67228
86004   67266
86146   67313
86275   67348
86395   67386
86506   67415
86591   67435
86610   67437
86557   67424
86446   67377
86338   67347
86289   67324
86298   67323
86344   67332
86427   67354
86519   67381
86616   67411
86715   67443
86809   67464
86899   67487
86982   67499
87066   67523
87133   67544
87191   67556
87244   67570
87284   67581
87324   67584
87357   67604
87402   67604
87417   67610
87455   67614
87481   67616
87511   67627
87540   67625
87578   67638
87620   67647
87648   67657
87513   67618
86966   67440
86245   67200
85818   67042
85633   66980
85592   66962
85640   66990
85742   67015
85864   67052
86014   67091
86149   67134
86273   67171
86396   67200
86507   67233
86539   67249
86515   67234
86413   67198
86294   67156
86220   67125
86196   67117
